1.0	-5.4984894	-10.14592	0.0
1.0	-6.3429651	-4.3455808	1.0
1.0	1.5551488	5.9031571	2.0
1.0	0.073472022	2.047031	3.0
1.0	-3.058878	3.0601379	4.0
1.0	-0.90800763	-2.4824136	5.0
1.0	-5.8926643	2.2257649	6.0
1.0	-3.5017421	-0.059303079	7.0
1.0	-6.1361679	-3.3995167	8.0
1.0	-6.4497171	-9.7110259	9.0
1.0	-1.7684231	-1.0185007	10.0
1.0	-0.22750475	-8.6002592	11.0
1.0	-0.33414453	-12.710525	12.0
1.0	-0.51209288	-9.8904053	13.0
1.0	0.30614373	-12.011388	14.0
1.0	1.2535266	-4.715621	15.0
1.0	6.2640293	-3.0046963	16.0
1.0	3.3703281	0.067738852	17.0
1.0	2.7587764	1.8796065	18.0
1.0	3.8351376	2.2177672	19.0
1.0	6.7002423	5.4490959	20.0
1.0	6.1559299	5.5508808	21.0
1.0	1.5560187	8.3850038	22.0
1.0	-0.94594922	8.0145705	23.0
1.0	0.04380909	10.918178	24.0
2.0	-5.5263561	-10.175078	0.0
2.0	-6.2529105	-4.5432294	1.0
2.0	1.3821397	5.9848208	2.0
2.0	0.10650233	1.8480915	3.0
2.0	-2.8301354	3.0367893	4.0
2.0	-0.70454997	-2.6489683	5.0
2.0	-5.7177188	2.0585648	6.0
2.0	-3.3889844	0.00030300234	7.0
2.0	-6.1944831	-3.3437833	8.0
2.0	-6.3324413	-9.8510048	9.0
2.0	-1.5137502	-0.9271552	10.0
2.0	-0.23008656	-8.4862107	11.0
2.0	-0.39052335	-12.740328	12.0
2.0	-0.39804434	-9.8878235	13.0
2.0	0.50701958	-12.063894	14.0
2.0	1.1362508	-4.5756421	15.0
2.0	6.2931869	-3.032563	16.0
2.0	3.4539281	0.15521162	17.0
2.0	2.848831	1.6819579	18.0
2.0	3.88958	2.3331066	19.0
2.0	6.7332726	5.2501564	20.0
2.0	6.1805694	5.7225991	21.0
2.0	1.4977036	8.4407372	22.0
2.0	-0.80661581	8.1603585	23.0
2.0	0.06844851	11.089896	24.0
3.0	-5.6416955	-10.120635	0.0
3.0	-6.192659	-4.6844991	1.0
3.0	1.1799729	6.0943512	2.0
3.0	0.11037504	1.6770187	3.0
3.0	-2.6603535	3.0976863	4.0
3.0	-0.55940748	-2.7597895	5.0
3.0	-5.5725763	1.9477436	6.0
3.0	-3.334542	0.11564245	7.0
3.0	-6.2819559	-3.2601833	8.0
3.0	-6.2443231	-9.963117	9.0
3.0	-1.3167471	-0.80858849	10.0
3.0	-0.23395928	-8.3151378	11.0
3.0	-0.5058628	-12.685885	12.0
3.0	-0.31379884	-9.8288628	13.0
3.0	0.67744694	-12.031509	14.0
3.0	0.98981742	-4.4077966	15.0
3.0	6.2925414	-3.0040508	16.0
3.0	3.5362373	0.29970865	17.0
3.0	2.9103734	1.4836639	18.0
3.0	3.913574	2.533337	19.0
3.0	6.765012	5.1082411	20.0
3.0	6.1462482	5.9785628	21.0
3.0	1.4387429	8.5249827	22.0
3.0	-0.72559757	8.3618798	23.0
3.0	0.036063659	11.260324	24.0
4.0	-5.6714985	-10.064256	0.0
4.0	-6.1881408	-4.8840841	1.0
4.0	0.97974251	6.1183451	2.0
4.0	0.14340534	1.4780792	3.0
4.0	-2.4601231	3.0736924	4.0
4.0	-0.41361954	-2.899123	5.0
4.0	-5.3976308	1.7805435	6.0
4.0	-3.2217843	0.17524853	7.0
4.0	-6.3681377	-3.2336075	8.0
4.0	-6.1840715	-10.104387	9.0
4.0	-1.0905864	-0.71788846	10.0
4.0	-0.23718654	-8.1725772	11.0
4.0	-0.7060932	-12.661892	12.0
4.0	-0.25677456	-9.8275719	13.0
4.0	0.90554403	-12.026346	14.0
4.0	0.84467493	-4.2969753	15.0
4.0	6.2931869	-3.032563	16.0
4.0	3.6191919	0.41569355	17.0
4.0	3.0010734	1.2575031	18.0
4.0	3.9388589	2.6765432	19.0
4.0	6.7980423	4.9093016	20.0
4.0	6.14173	6.1781478	21.0
4.0	1.3810732	8.5522039	22.0
4.0	-0.64328842	8.5063768	23.0
4.0	0.004969713	11.373727	24.0
5.0	-5.8147047	-10.038972	0.0
5.0	-6.1842681	-5.0551569	1.0
5.0	0.77757575	6.2278755	2.0
5.0	0.1757902	1.3076519	3.0
5.0	-2.2611836	3.1067227	4.0
5.0	-0.26847705	-3.0099442	5.0
5.0	-5.2524883	1.6697222	6.0
5.0	-3.1096722	0.26336675	7.0
5.0	-6.4258075	-3.2063863	8.0
5.0	-6.1251109	-10.188632	9.0
5.0	-0.92144991	-0.62847934	10.0
5.0	-0.24105926	-8.0015043	11.0
5.0	-0.87781147	-12.637252	12.0
5.0	-0.20039575	-9.7977689	13.0
5.0	1.105129	-12.021828	14.0
5.0	0.69953244	-4.186154	15.0
5.0	6.2931869	-3.032563	16.0
5.0	3.701501	0.56019059	17.0
5.0	3.0626159	1.0592091	18.0
5.0	3.9634983	2.8482614	19.0
5.0	6.8304272	4.7388743	20.0
5.0	6.165724	6.3783782	21.0
5.0	1.2657338	8.6066464	22.0
5.0	-0.53375805	8.7085436	23.0
5.0	-0.027415138	11.544154	24.0
6.0	-5.9306896	-9.956017	0.0
6.0	-6.2089075	-5.2268752	1.0
6.0	0.57540899	6.3374059	2.0
6.0	0.26584477	1.1100033	3.0
6.0	-2.0901108	3.1105954	4.0
6.0	-0.15249215	-3.0928988	5.0
6.0	-5.1067003	1.5303888	6.0
6.0	-2.9696933	0.38064256	7.0
6.0	-6.4841226	-3.1506529	8.0
6.0	-6.0382836	-10.24372	9.0
6.0	-0.72444677	-0.50991262	10.0
6.0	-0.24428652	-7.8589437	11.0
